Age,Gender,EmploymentStatus,MonthlyIncome,Education,FlightsPerYear,TravelPurpose,AvgSpendPerFlight,Class,AirlinePrefReason,ValuedServices,PainPoints,BundledOfferInterest,PersonalizationImportance,CustomizableServices,BookingDevice,TechComfortLevel,AppUsage,DataSharingConsent,WillingToUsePersonalizationApp,WillingToPayExtra,PercentWillingToSpendMore,RecommendsInAppOffers,TrustsAirlinesWithData,WillRecommendToOthers
43,Male,Unemployed,2889,Other,2-4,Family,388,Premium Economy,Brand,"Entertainment, Food","Delays, Limited amenities",Yes,5,Others,Website,4,No,Maybe,Yes,Yes,10,No,No,Yes
40,Female,Self-employed,5233,Master’s,5-8,Family,393,Business,Brand,"WiFi, Customer Service, Food, Entertainment","Delays, Poor customer service, Baggage loss",No,5,Seats,Agent,3,Yes,Maybe,Yes,Yes,10,Yes,Maybe,Yes
26,Prefer not to say,Retired,3737,Other,5-8,Other,485,First Class,Others,"Others, Cleanliness","Delays, Expensive tickets, Lack of customization",No,5,"Meals, Check-in process, Seats",Website,4,Yes,No,Yes,Yes,20,Yes,Yes,Yes
39,Prefer not to say,Self-employed,500,Bachelor’s,5-8,Leisure,428,Premium Economy,Others,"Customer Service, Legroom",Lack of customization,Yes,2,"Seats, Meals, Others",Agent,5,No,Yes,Yes,Yes,5,Yes,Yes,Yes
39,Male,Retired,1987,Other,2-4,Leisure,339,Premium Economy,Pricing,Others,Delays,Yes,2,Seats,App,1,No,No,Yes,Yes,10,Yes,Yes,Yes
29,Prefer not to say,Unemployed,2779,High school,0-1,Business,364,Business,Service,"Legroom, WiFi, Entertainment",Limited amenities,Yes,5,"Entertainment, Meals",Agent,1,Yes,No,Yes,Yes,5,Yes,No,Yes
43,Other,Unemployed,2088,Other,5-8,Business,388,Economy,Pricing,"Cleanliness, WiFi","Poor customer service, Baggage loss",Yes,3,"Entertainment, Boarding experience",Website,4,Yes,No,Yes,Yes,15,No,No,Yes
18,Prefer not to say,Unemployed,4595,Master’s,0-1,Business,590,Economy,Loyalty Program,"Entertainment, WiFi, Cleanliness","Baggage loss, Expensive tickets, Delays",No,5,"Seats, Check-in process",Agent,5,No,Maybe,Yes,Yes,10,Yes,No,Yes
37,Female,Unemployed,3699,Doctorate,2-4,Family,601,Premium Economy,Loyalty Program,"Food, Legroom, Customer Service, Cleanliness",Lack of customization,Yes,5,"Boarding experience, Others",Agent,5,Yes,No,Yes,Yes,20,No,Maybe,Yes
57,Male,Self-employed,4333,High school,5-8,Other,565,Premium Economy,Brand,"Others, WiFi, Customer Service, Legroom","Delays, Lack of customization",Yes,2,Seats,App,4,No,No,Maybe,Yes,0,No,Yes,No
54,Male,Retired,3218,High school,5-8,Leisure,307,Economy,Loyalty Program,"Entertainment, Customer Service, Others",Poor customer service,No,4,"Others, Seats",Agent,2,No,No,Yes,Yes,10,Yes,Yes,Yes
41,Male,Retired,1288,Other,2-4,Family,217,Economy,Others,"Food, Legroom, Entertainment, Others",Baggage loss,No,3,"Boarding experience, Seats, Check-in process",App,3,No,No,Maybe,Yes,0,No,Maybe,No
32,Other,Unemployed,2283,High school,5-8,Other,211,Premium Economy,Pricing,"Food, Entertainment","Delays, Lack of customization",Yes,1,Others,Website,2,No,No,Yes,Yes,5,No,Yes,Yes
18,Female,Employed,6079,Master’s,9+,Leisure,370,Premium Economy,Others,"Cleanliness, Entertainment, WiFi",Delays,No,5,"Boarding experience, Meals, Others",Agent,3,No,Yes,Yes,Yes,10,No,Yes,Yes
36,Prefer not to say,Retired,5543,Master’s,0-1,Other,684,Economy,Pricing,"Customer Service, Cleanliness, WiFi",Delays,No,1,"Meals, Check-in process, Seats",Agent,1,No,Yes,Yes,Yes,10,Yes,Maybe,Yes
36,Other,Employed,994,Doctorate,0-1,Leisure,326,Premium Economy,Pricing,Legroom,Poor customer service,No,1,Check-in process,Website,1,No,Maybe,No,No,0,Yes,Maybe,Yes
43,Prefer not to say,Unemployed,2862,Other,2-4,Other,387,Business,Service,"Entertainment, Legroom, WiFi","Limited amenities, Delays",Yes,4,Entertainment,Agent,1,Yes,Maybe,No,Yes,10,No,No,Yes
27,Female,Self-employed,3808,Other,9+,Leisure,447,Premium Economy,Pricing,"Entertainment, Food, Others, Legroom","Lack of customization, Baggage loss",No,2,"Boarding experience, Seats",Website,3,No,Yes,No,No,0,Yes,Maybe,Yes
36,Other,Self-employed,4466,Other,2-4,Family,100,Premium Economy,Brand,"Legroom, Cleanliness","Poor customer service, Baggage loss",Yes,3,"Seats, Check-in process",Website,3,Yes,No,Yes,Yes,0,No,No,Yes
46,Male,Self-employed,5079,Doctorate,2-4,Leisure,100,Premium Economy,Pricing,Customer Service,"Expensive tickets, Delays",Yes,4,"Others, Entertainment, Seats",Agent,5,Yes,Yes,Yes,Yes,0,Yes,Yes,Yes
31,Prefer not to say,Retired,1484,Doctorate,0-1,Business,322,Premium Economy,Brand,"Cleanliness, Legroom, Others",Limited amenities,Yes,2,"Seats, Check-in process, Entertainment",App,3,No,Maybe,Maybe,Yes,20,Yes,Yes,Yes
50,Female,Unemployed,3997,Master’s,5-8,Business,190,Economy,Service,"Others, Cleanliness, WiFi, Customer Service","Delays, Expensive tickets",Yes,2,"Others, Boarding experience",Website,4,No,Yes,Yes,Yes,0,Yes,No,Yes
29,Male,Unemployed,3744,Bachelor’s,2-4,Other,319,Economy,Brand,"Cleanliness, WiFi, Food","Delays, Limited amenities, Lack of customization",No,3,"Boarding experience, Meals, Entertainment",Agent,1,Yes,Maybe,Maybe,Yes,10,Yes,No,No
43,Female,Student,2927,Bachelor’s,9+,Business,265,Business,Pricing,Customer Service,"Limited amenities, Lack of customization",Yes,2,"Entertainment, Boarding experience, Meals",Agent,3,No,Yes,Maybe,No,15,Yes,Yes,No
21,Prefer not to say,Student,3067,High school,0-1,Other,407,First Class,Others,Cleanliness,Poor customer service,No,5,Seats,Agent,4,No,No,Yes,Yes,5,Yes,No,Yes
38,Other,Employed,2908,Bachelor’s,2-4,Family,310,Business,Others,"Others, Food, WiFi",Poor customer service,No,4,"Meals, Entertainment",Website,1,Yes,Yes,No,Yes,10,Yes,No,Yes
45,Prefer not to say,Self-employed,5568,Master’s,2-4,Other,137,Premium Economy,Brand,Legroom,"Expensive tickets, Baggage loss, Delays",Yes,5,"Meals, Others, Boarding experience",Website,3,Yes,Yes,Yes,Yes,15,Yes,Maybe,Yes
27,Male,Unemployed,3636,High school,5-8,Leisure,100,Economy,Others,"Customer Service, Entertainment, Food, WiFi",Delays,Yes,4,"Check-in process, Meals",App,5,Yes,No,Maybe,No,10,No,No,No
46,Other,Retired,1551,Bachelor’s,0-1,Leisure,644,First Class,Brand,"Legroom, WiFi",Baggage loss,No,2,Others,App,4,No,No,Yes,Yes,0,No,No,Yes
29,Prefer not to say,Student,1239,Other,2-4,Business,100,First Class,Pricing,Others,"Baggage loss, Limited amenities",Yes,2,Check-in process,Agent,2,Yes,Maybe,No,Yes,5,Yes,No,Yes
29,Prefer not to say,Student,5246,Master’s,0-1,Other,678,Economy,Pricing,"Food, Customer Service, Entertainment, Cleanliness","Lack of customization, Delays, Expensive tickets",No,4,Others,Agent,1,No,Maybe,Yes,Yes,5,Yes,No,Yes
55,Female,Unemployed,5391,Other,2-4,Business,580,First Class,Others,"Customer Service, Others","Baggage loss, Lack of customization",No,3,"Seats, Others",Agent,2,Yes,Maybe,No,Yes,10,Yes,Yes,Yes
28,Female,Retired,4319,Master’s,2-4,Leisure,238,Premium Economy,Service,Entertainment,Expensive tickets,No,4,"Others, Meals",Agent,2,Yes,Yes,Yes,Yes,15,No,Maybe,Yes
41,Female,Student,5199,Bachelor’s,0-1,Leisure,340,Economy,Service,Entertainment,"Limited amenities, Baggage loss, Lack of customization",Yes,2,"Check-in process, Others, Entertainment",App,1,Yes,No,No,Yes,5,Yes,Maybe,Yes
28,Prefer not to say,Self-employed,3520,High school,9+,Family,776,First Class,Service,Cleanliness,Expensive tickets,Yes,4,"Check-in process, Entertainment",Website,5,Yes,Maybe,Yes,Yes,0,Yes,Yes,Yes
18,Male,Employed,2951,Other,0-1,Other,409,Economy,Loyalty Program,"Legroom, Customer Service, WiFi",Lack of customization,Yes,1,Entertainment,App,5,No,Yes,No,No,20,Yes,Yes,Yes
31,Female,Student,2830,Doctorate,9+,Business,205,Economy,Brand,"Customer Service, Entertainment, Legroom, Others","Delays, Poor customer service",Yes,4,Seats,Agent,5,No,No,Yes,No,10,No,No,Yes
18,Other,Student,4791,Doctorate,9+,Other,394,Premium Economy,Brand,"Cleanliness, Food","Poor customer service, Expensive tickets, Delays",No,5,"Meals, Check-in process",App,2,Yes,No,Yes,Yes,0,Yes,Yes,Yes
35,Other,Employed,3343,Master’s,2-4,Other,561,Premium Economy,Brand,"Entertainment, Cleanliness, Food",Limited amenities,Yes,5,"Check-in process, Boarding experience, Seats",Agent,5,No,Yes,No,No,10,Yes,Maybe,No
32,Other,Employed,4967,Bachelor’s,5-8,Leisure,421,Premium Economy,Brand,"Food, Entertainment, WiFi, Cleanliness","Baggage loss, Limited amenities, Lack of customization",No,2,Others,App,1,Yes,Maybe,Maybe,No,0,No,Yes,No
43,Other,Self-employed,1752,Doctorate,9+,Family,304,First Class,Brand,"Legroom, Customer Service, Entertainment, Cleanliness",Expensive tickets,Yes,4,"Boarding experience, Check-in process",Website,4,No,Maybe,Yes,No,5,Yes,No,Yes
56,Female,Self-employed,4997,Bachelor’s,0-1,Leisure,291,Business,Brand,"WiFi, Customer Service, Others","Expensive tickets, Lack of customization, Limited amenities",Yes,3,Check-in process,Agent,2,No,No,Yes,Yes,0,No,No,Yes
37,Prefer not to say,Employed,3106,High school,2-4,Business,205,First Class,Brand,"Food, Entertainment","Lack of customization, Delays, Expensive tickets",Yes,4,Entertainment,App,3,Yes,Yes,No,Yes,5,No,Yes,No
47,Other,Self-employed,2405,Bachelor’s,0-1,Other,600,First Class,Service,"Food, WiFi, Cleanliness, Customer Service","Limited amenities, Delays, Poor customer service",No,2,Seats,App,3,No,Yes,Maybe,No,15,No,Yes,Yes
46,Other,Self-employed,6455,Bachelor’s,9+,Other,178,Business,Brand,"WiFi, Others, Legroom, Food","Baggage loss, Delays, Poor customer service",No,2,Check-in process,Website,4,Yes,Maybe,Yes,Yes,10,No,No,Yes
25,Female,Employed,4510,Doctorate,0-1,Business,358,Business,Pricing,Others,"Limited amenities, Expensive tickets, Baggage loss",No,5,Seats,Website,3,Yes,Yes,Yes,Yes,5,Yes,No,Yes
39,Female,Employed,6074,High school,5-8,Leisure,400,Business,Loyalty Program,"WiFi, Legroom",Lack of customization,No,2,"Others, Seats, Meals",Website,5,Yes,No,Maybe,Yes,15,Yes,Yes,Yes
27,Prefer not to say,Retired,4622,Master’s,5-8,Leisure,483,First Class,Service,Customer Service,"Baggage loss, Lack of customization, Poor customer service",Yes,3,Others,Website,5,No,Maybe,No,Yes,5,Yes,Yes,Yes
36,Prefer not to say,Employed,4039,Other,2-4,Leisure,510,Economy,Brand,"Others, Legroom, Food","Baggage loss, Limited amenities",Yes,4,"Seats, Boarding experience",Website,1,No,No,Yes,Yes,20,Yes,Maybe,Yes
25,Prefer not to say,Student,2573,Other,2-4,Other,479,First Class,Pricing,"Others, Food","Delays, Limited amenities",Yes,4,Meals,Website,1,No,Maybe,Maybe,Yes,5,Yes,Maybe,Yes
51,Prefer not to say,Unemployed,500,Master’s,5-8,Other,407,First Class,Service,"Legroom, Entertainment, Food",Baggage loss,Yes,2,Meals,Agent,5,Yes,Maybe,Yes,No,10,No,Yes,Yes
26,Other,Retired,4146,Other,2-4,Leisure,275,Premium Economy,Brand,"WiFi, Legroom, Food, Entertainment",Expensive tickets,Yes,4,Others,Agent,4,Yes,Yes,Maybe,Yes,15,Yes,No,No
28,Prefer not to say,Self-employed,2646,High school,2-4,Business,511,First Class,Brand,"Others, Customer Service","Delays, Lack of customization",No,2,Others,App,2,No,Yes,Yes,Yes,15,No,Maybe,Yes
31,Prefer not to say,Employed,11169,Doctorate,5-8,Other,173,Economy,Brand,"Others, Legroom, WiFi","Expensive tickets, Limited amenities",Yes,2,"Others, Seats, Entertainment",App,4,No,Yes,Yes,Yes,0,No,No,Yes
23,Prefer not to say,Self-employed,1515,High school,0-1,Other,394,Premium Economy,Others,"Legroom, Customer Service, Others","Baggage loss, Delays",No,1,Seats,Website,2,No,Yes,No,Yes,5,No,Yes,Yes
37,Male,Employed,3319,Master’s,0-1,Leisure,315,Premium Economy,Loyalty Program,"Legroom, Customer Service, Cleanliness, Others","Delays, Lack of customization",No,2,Meals,Website,4,No,Yes,Yes,Yes,10,Yes,Yes,Yes
39,Prefer not to say,Unemployed,3224,High school,9+,Family,454,First Class,Others,"Entertainment, Food, Cleanliness, Others",Delays,Yes,4,"Entertainment, Meals",App,5,No,Yes,Yes,Yes,10,Yes,Yes,Yes
36,Female,Student,6318,Other,0-1,Family,548,Economy,Brand,"Others, Legroom, Entertainment, Customer Service","Limited amenities, Poor customer service, Expensive tickets",No,1,"Seats, Others, Meals",Website,5,No,No,Yes,Yes,15,No,No,Yes
28,Prefer not to say,Self-employed,4789,Other,9+,Other,211,Business,Pricing,"Others, Food, Legroom, Entertainment","Limited amenities, Delays",No,3,Seats,Website,2,No,No,No,No,15,Yes,Yes,No
33,Other,Retired,3508,Doctorate,2-4,Other,460,First Class,Pricing,Cleanliness,"Limited amenities, Expensive tickets, Baggage loss",No,2,"Meals, Seats",Agent,3,No,Maybe,Yes,Yes,10,No,No,Yes
27,Male,Employed,1285,Other,2-4,Other,523,First Class,Service,"Entertainment, Food, WiFi, Others","Expensive tickets, Lack of customization, Limited amenities",No,3,"Check-in process, Others",App,3,No,No,Maybe,No,0,Yes,No,No
35,Male,Self-employed,2774,Other,0-1,Other,347,Premium Economy,Others,"Others, Cleanliness","Expensive tickets, Lack of customization",No,3,Boarding experience,Website,4,No,Yes,Yes,Yes,0,Yes,Yes,Yes
45,Male,Retired,3268,Master’s,9+,Leisure,584,First Class,Service,"WiFi, Food, Cleanliness",Delays,No,2,Others,App,1,No,Yes,Yes,Yes,10,No,Maybe,Yes
59,Other,Employed,3397,Master’s,9+,Family,456,Business,Loyalty Program,"Others, Food",Baggage loss,Yes,1,"Entertainment, Boarding experience",Website,3,No,Yes,Yes,Yes,10,Yes,Maybe,Yes
38,Male,Student,4827,Bachelor’s,5-8,Business,558,Premium Economy,Pricing,"Cleanliness, Legroom","Poor customer service, Expensive tickets",No,2,"Boarding experience, Entertainment",Agent,4,Yes,Maybe,Maybe,Yes,15,Yes,Yes,No
29,Other,Retired,3498,Master’s,2-4,Family,410,Business,Loyalty Program,"Food, WiFi, Cleanliness, Others","Lack of customization, Expensive tickets, Delays",Yes,3,Meals,Website,2,Yes,Yes,Maybe,Yes,10,No,No,No
36,Female,Self-employed,1625,Doctorate,2-4,Business,274,Economy,Brand,"Cleanliness, Legroom","Lack of customization, Poor customer service, Limited amenities",Yes,1,"Others, Entertainment, Meals",Agent,3,No,Maybe,Maybe,Yes,5,Yes,Maybe,No
29,Prefer not to say,Self-employed,5028,High school,9+,Family,403,Premium Economy,Pricing,"Food, Entertainment, WiFi",Baggage loss,No,1,Meals,Agent,5,No,No,Yes,Yes,20,Yes,No,Yes
32,Other,Employed,846,Bachelor’s,2-4,Leisure,202,Premium Economy,Others,"WiFi, Food",Baggage loss,No,4,"Seats, Meals, Boarding experience",App,2,Yes,Yes,Yes,No,10,No,No,Yes
45,Male,Student,2762,Doctorate,9+,Family,229,Economy,Loyalty Program,"Food, Legroom, Customer Service, Entertainment","Baggage loss, Delays",Yes,3,"Entertainment, Meals, Seats",App,2,Yes,Maybe,Yes,No,20,No,Yes,Yes
35,Female,Student,2727,Bachelor’s,5-8,Leisure,384,Economy,Service,"Legroom, WiFi, Customer Service","Delays, Limited amenities, Poor customer service",Yes,2,"Meals, Entertainment, Seats",Website,1,No,Maybe,Yes,No,10,No,Maybe,Yes
18,Male,Unemployed,500,Doctorate,5-8,Family,476,First Class,Pricing,"Entertainment, WiFi","Expensive tickets, Lack of customization",Yes,5,"Meals, Check-in process",Agent,2,No,Maybe,Maybe,Yes,10,Yes,Yes,No
30,Male,Retired,1200,Master’s,9+,Other,100,Business,Brand,"Food, Legroom",Limited amenities,Yes,4,"Seats, Meals, Others",App,1,Yes,Yes,Yes,No,15,Yes,Yes,Yes
18,Other,Retired,3217,Doctorate,0-1,Business,399,First Class,Pricing,"Entertainment, Cleanliness, WiFi, Food","Baggage loss, Expensive tickets, Delays",No,3,Boarding experience,Website,1,No,Yes,Yes,Yes,20,Yes,No,Yes
35,Prefer not to say,Self-employed,2313,Bachelor’s,2-4,Other,376,Premium Economy,Service,Entertainment,"Baggage loss, Limited amenities",Yes,4,Check-in process,Agent,3,No,Maybe,Maybe,No,5,Yes,Yes,Yes
27,Female,Employed,3781,Master’s,5-8,Family,422,First Class,Pricing,"Customer Service, Others, Legroom","Lack of customization, Limited amenities, Expensive tickets",Yes,3,"Seats, Meals",App,3,No,Maybe,No,Yes,20,No,Yes,No
32,Prefer not to say,Self-employed,1507,Other,2-4,Other,372,First Class,Service,"Customer Service, Cleanliness","Poor customer service, Baggage loss",No,2,"Check-in process, Others",Website,2,Yes,No,Yes,Yes,5,No,Yes,Yes
49,Prefer not to say,Self-employed,788,Other,0-1,Leisure,384,Premium Economy,Pricing,"Customer Service, Cleanliness, Food",Lack of customization,No,1,Entertainment,Website,2,Yes,Yes,Yes,No,15,No,Yes,Yes
30,Prefer not to say,Employed,1961,Doctorate,2-4,Other,104,Premium Economy,Others,"Cleanliness, Food, WiFi","Poor customer service, Delays",No,3,"Boarding experience, Seats, Entertainment",App,2,Yes,Maybe,Yes,Yes,10,Yes,No,Yes
37,Female,Employed,2966,High school,0-1,Leisure,437,Premium Economy,Pricing,"Others, WiFi","Limited amenities, Expensive tickets",Yes,3,"Meals, Check-in process, Boarding experience",Agent,4,No,No,Maybe,Yes,20,Yes,Maybe,No
18,Other,Retired,1536,Other,0-1,Other,595,Business,Brand,"Others, Cleanliness",Delays,No,2,"Boarding experience, Check-in process, Others",Agent,5,No,Yes,Maybe,No,5,No,Maybe,No
41,Other,Unemployed,2170,Master’s,0-1,Other,240,Premium Economy,Service,"Cleanliness, Food, WiFi","Baggage loss, Poor customer service, Limited amenities",Yes,1,Meals,App,3,Yes,Yes,Yes,No,5,Yes,Yes,Yes
27,Other,Unemployed,500,Other,0-1,Business,470,First Class,Others,"Food, Legroom, Customer Service, Entertainment","Limited amenities, Lack of customization, Delays",Yes,5,"Meals, Seats, Boarding experience",App,2,No,No,Yes,Yes,5,Yes,Yes,Yes
18,Male,Self-employed,2870,Bachelor’s,2-4,Family,241,Premium Economy,Others,"Food, WiFi, Cleanliness, Entertainment","Delays, Expensive tickets, Baggage loss",No,2,"Meals, Boarding experience, Seats",Website,5,Yes,No,Maybe,Yes,5,Yes,Yes,No
24,Prefer not to say,Retired,3696,Doctorate,2-4,Other,317,First Class,Service,"Food, Customer Service",Lack of customization,No,2,Check-in process,Website,1,No,Maybe,Yes,Yes,10,No,Yes,Yes
36,Prefer not to say,Unemployed,4954,High school,2-4,Other,369,Business,Pricing,WiFi,Baggage loss,Yes,2,Others,Agent,2,Yes,Maybe,Yes,Yes,15,Yes,No,Yes
37,Female,Unemployed,3011,Other,0-1,Other,351,Business,Pricing,"Legroom, Others, Cleanliness, WiFi","Delays, Poor customer service, Expensive tickets",Yes,1,"Boarding experience, Others, Seats",Agent,3,Yes,Yes,No,No,20,No,No,Yes
33,Prefer not to say,Retired,3318,High school,5-8,Other,272,Premium Economy,Others,"Entertainment, Cleanliness, Legroom",Limited amenities,Yes,2,"Check-in process, Others, Entertainment",Agent,4,No,Yes,No,No,5,Yes,Yes,No
20,Prefer not to say,Employed,1174,Master’s,2-4,Family,423,Business,Service,"Cleanliness, Legroom, WiFi","Limited amenities, Expensive tickets",Yes,5,"Seats, Check-in process, Entertainment",Agent,4,Yes,Maybe,Yes,No,0,Yes,No,Yes
35,Prefer not to say,Unemployed,500,High school,0-1,Other,518,Business,Loyalty Program,"Customer Service, Entertainment, Others","Expensive tickets, Poor customer service, Limited amenities",Yes,5,Boarding experience,Agent,3,Yes,No,Yes,No,0,No,Maybe,Yes
48,Other,Employed,1715,Doctorate,0-1,Other,414,Business,Others,Entertainment,"Expensive tickets, Delays",Yes,5,"Seats, Entertainment",App,1,Yes,Yes,Yes,No,5,Yes,No,Yes
31,Prefer not to say,Self-employed,2814,Other,0-1,Business,483,Premium Economy,Brand,"Entertainment, Customer Service, WiFi",Delays,Yes,1,"Check-in process, Entertainment",Agent,5,Yes,Maybe,Yes,No,0,No,Maybe,Yes
33,Male,Retired,6469,Bachelor’s,0-1,Leisure,440,First Class,Brand,WiFi,Baggage loss,Yes,3,"Check-in process, Others, Seats",Agent,5,No,Maybe,Yes,Yes,5,No,No,Yes
28,Other,Student,4757,Other,5-8,Leisure,342,First Class,Others,"Legroom, Others, Customer Service",Lack of customization,No,1,"Seats, Boarding experience, Check-in process",App,4,Yes,Yes,Yes,Yes,20,Yes,No,Yes
31,Other,Student,4772,High school,2-4,Family,472,Business,Brand,"Food, Customer Service, Cleanliness",Poor customer service,No,3,"Entertainment, Check-in process, Boarding experience",Website,2,No,Yes,Yes,Yes,5,Yes,Yes,Yes
45,Other,Self-employed,865,Other,9+,Other,444,Premium Economy,Brand,"Others, Food, Cleanliness, Customer Service",Lack of customization,Yes,3,Meals,Agent,3,No,Yes,Yes,No,15,No,No,Yes
24,Other,Retired,1547,Master’s,5-8,Family,353,Premium Economy,Others,"Entertainment, Food, WiFi, Cleanliness","Baggage loss, Expensive tickets, Delays",No,1,Entertainment,Website,3,Yes,Yes,Yes,Yes,5,Yes,Maybe,Yes
44,Female,Unemployed,942,Bachelor’s,2-4,Business,252,Economy,Loyalty Program,"Others, Cleanliness",Limited amenities,No,4,Check-in process,Website,5,Yes,Maybe,Yes,No,15,No,Maybe,Yes
49,Other,Employed,2775,Bachelor’s,5-8,Leisure,185,Business,Service,"WiFi, Legroom, Others","Expensive tickets, Poor customer service, Limited amenities",Yes,4,Seats,Website,1,Yes,No,Yes,Yes,0,No,No,Yes
47,Prefer not to say,Self-employed,1339,Master’s,9+,Leisure,233,Business,Service,"Others, Food, Entertainment","Lack of customization, Expensive tickets",Yes,4,Entertainment,Agent,3,No,Yes,Yes,Yes,0,Yes,No,Yes
46,Female,Unemployed,906,Other,0-1,Leisure,488,Premium Economy,Pricing,"Legroom, WiFi",Limited amenities,Yes,2,"Boarding experience, Others, Meals",Website,1,No,Maybe,Yes,Yes,0,Yes,No,Yes
30,Female,Unemployed,1815,Other,9+,Leisure,240,Economy,Brand,"Food, Entertainment, WiFi, Cleanliness",Delays,No,3,"Entertainment, Meals",Website,2,No,Maybe,Yes,Yes,5,No,No,Yes
34,Prefer not to say,Employed,3479,Master’s,5-8,Other,648,First Class,Pricing,"Legroom, Cleanliness, Others, Food","Poor customer service, Lack of customization, Delays",No,2,Check-in process,App,5,No,No,No,No,10,No,No,Yes
21,Male,Student,3236,High school,0-1,Family,363,First Class,Service,Customer Service,Limited amenities,No,2,Others,App,5,No,Maybe,Yes,Yes,5,No,Yes,Yes
40,Other,Unemployed,4829,Other,5-8,Other,578,Business,Loyalty Program,"Customer Service, Entertainment","Expensive tickets, Lack of customization",No,5,Boarding experience,Agent,1,Yes,Yes,Yes,Yes,10,No,Maybe,Yes
44,Prefer not to say,Retired,3364,Other,0-1,Leisure,363,Business,Others,"Cleanliness, Customer Service","Delays, Poor customer service",Yes,3,"Boarding experience, Entertainment, Others",Website,1,No,Yes,Yes,Yes,5,Yes,Maybe,Yes
18,Prefer not to say,Retired,3452,High school,0-1,Leisure,426,Premium Economy,Pricing,"Customer Service, Others","Poor customer service, Lack of customization",Yes,1,"Meals, Boarding experience, Check-in process",Agent,1,No,No,Yes,Yes,5,Yes,Maybe,Yes
34,Female,Student,3804,Doctorate,9+,Business,504,Business,Brand,"Customer Service, Legroom","Lack of customization, Baggage loss",Yes,3,Others,Agent,3,Yes,Maybe,Yes,Yes,10,Yes,Maybe,Yes
32,Other,Employed,4039,Bachelor’s,9+,Business,487,Economy,Pricing,"Others, Customer Service",Delays,Yes,5,Boarding experience,Website,3,Yes,Maybe,Maybe,No,5,Yes,Yes,No
31,Male,Retired,4502,High school,5-8,Business,423,Economy,Pricing,"Entertainment, WiFi, Food","Baggage loss, Poor customer service",Yes,4,Entertainment,Agent,5,No,Yes,Yes,Yes,10,No,Yes,Yes
40,Prefer not to say,Student,3644,Bachelor’s,5-8,Other,456,Premium Economy,Service,"Food, Customer Service, WiFi","Delays, Expensive tickets, Lack of customization",No,1,"Others, Entertainment",Website,2,Yes,Maybe,Yes,Yes,0,No,No,Yes
51,Female,Retired,1586,Doctorate,2-4,Family,288,Business,Pricing,Legroom,"Baggage loss, Poor customer service",Yes,2,"Meals, Check-in process, Boarding experience",App,4,Yes,Yes,Yes,No,10,No,No,Yes
47,Male,Self-employed,3878,Bachelor’s,5-8,Leisure,289,Economy,Loyalty Program,"Entertainment, WiFi, Legroom",Delays,Yes,5,"Check-in process, Entertainment, Meals",Website,5,No,No,Maybe,Yes,5,No,Yes,Yes
45,Female,Retired,1732,Other,0-1,Leisure,267,First Class,Service,Entertainment,Poor customer service,No,2,"Meals, Boarding experience",App,3,No,Maybe,Yes,Yes,15,Yes,Maybe,Yes
18,Other,Employed,5783,High school,9+,Business,433,First Class,Loyalty Program,"Entertainment, Cleanliness, Customer Service, WiFi","Baggage loss, Limited amenities, Expensive tickets",No,3,"Entertainment, Seats",Agent,2,No,Maybe,No,No,5,Yes,No,Yes
32,Prefer not to say,Self-employed,2495,Bachelor’s,0-1,Other,512,Economy,Pricing,"Others, Entertainment, WiFi, Food","Baggage loss, Lack of customization",Yes,5,"Meals, Boarding experience",Website,4,No,Maybe,Yes,Yes,15,Yes,No,Yes
23,Other,Unemployed,1230,Doctorate,0-1,Family,425,Economy,Service,Customer Service,Lack of customization,Yes,3,Boarding experience,Agent,4,Yes,Yes,Yes,No,10,Yes,No,Yes
43,Other,Employed,16315,Master’s,0-1,Leisure,120,Premium Economy,Pricing,Cleanliness,"Expensive tickets, Poor customer service, Lack of customization",Yes,1,"Entertainment, Seats",App,1,No,Maybe,Yes,Yes,10,No,Yes,Yes
43,Female,Employed,2475,Master’s,5-8,Leisure,284,Economy,Pricing,"Cleanliness, Customer Service, Entertainment, WiFi","Baggage loss, Limited amenities, Expensive tickets",No,1,"Others, Boarding experience, Check-in process",App,4,No,Maybe,Yes,Yes,10,Yes,No,Yes
29,Male,Unemployed,500,Master’s,2-4,Leisure,528,Business,Pricing,"Others, Cleanliness, Food",Poor customer service,Yes,1,"Boarding experience, Seats, Others",App,3,No,Maybe,Yes,No,0,Yes,Yes,Yes
31,Prefer not to say,Student,3806,Bachelor’s,9+,Other,464,Premium Economy,Pricing,"Others, WiFi",Lack of customization,No,2,"Check-in process, Meals",App,5,No,Yes,Yes,Yes,5,Yes,Yes,Yes
40,Other,Unemployed,1748,Doctorate,5-8,Business,224,Economy,Pricing,"Food, Others, Entertainment, WiFi",Poor customer service,Yes,5,"Seats, Meals",App,4,Yes,Yes,Yes,Yes,5,No,Maybe,Yes
40,Male,Retired,2860,Doctorate,0-1,Other,364,First Class,Service,"WiFi, Others","Expensive tickets, Limited amenities",No,1,"Seats, Boarding experience",App,5,Yes,No,Maybe,No,15,No,No,Yes
27,Prefer not to say,Student,23147,Bachelor’s,2-4,Family,449,Business,Service,"Entertainment, Food",Limited amenities,No,1,Entertainment,App,2,No,Yes,Yes,Yes,10,Yes,Maybe,Yes
